K;Solver;MinSilhouette;silhouette;Cal-Harabasz;DBCV;ANMI;perplexity;wordEmbedding;docEmbedding;docEmbedding2;listClustering
2;mcla;-1;0.32035538762235505;4267.000775591107;-0.8887281143913793;0.38773394310239967;200;cbow;WMD;Distance;kmeans-gmm
2;mcla;0;0.3203621298634007;4268.435628676462;-0.8887267141791282;0.38775157464154747;200;cbow;WMD;Distance;kmeans-gmm
3;mcla;-1;0.37850682707576855;7281.916665705693;-0.8281640875627715;0.5554663232686848;200;cbow;WMD;Distance;kmeans-gmm
3;mcla;0;0.3784925778532297;7280.925138081785;-0.828181348885433;0.555443097312349;200;cbow;WMD;Distance;kmeans-gmm
4;mcla;-1;0.27468007426744645;5567.466482578332;-0.8246028747188376;0.5563245239438789;200;cbow;WMD;Distance;kmeans-gmm
4;mcla;0;0.27539081443300345;5581.6344989252675;-0.8245819168890002;0.5567701695559024;200;cbow;WMD;Distance;kmeans-gmm
5;mcla;-1;0.2817688116783766;5796.606037604759;-0.7833358216880653;0.601357247336342;200;cbow;WMD;Distance;kmeans-gmm
5;mcla;0;0.282009755075758;5812.300291815451;-0.7834678400547694;0.6013427831157616;200;cbow;WMD;Distance;kmeans-gmm
6;mcla;-1;0.3621343754714681;8535.270031585522;-0.7981113063698777;0.6793332841736498;200;cbow;WMD;Distance;kmeans-gmm
6;mcla;0;0.3621920916154017;8539.037965600093;-0.7981767625975665;0.6793750867673598;200;cbow;WMD;Distance;kmeans-gmm
7;mcla;-1;0.3294966661081604;7317.606438279314;-0.8258820446448176;0.6628181357745055;200;cbow;WMD;Distance;kmeans-gmm
7;mcla;0;0.32995509635725306;7328.554103203483;-0.795624194274861;0.6633872625228797;200;cbow;WMD;Distance;kmeans-gmm
8;mcla;-1;0.3721536923554747;8955.118653121554;-0.7522260019578149;0.6930887996551651;200;cbow;WMD;Distance;kmeans-gmm
8;mcla;0;0.37224444234883874;8957.267854799964;-0.763451891492184;0.6931862760249609;200;cbow;WMD;Distance;kmeans-gmm
9;mcla;-1;0.3554834408591094;8526.849092772802;-0.7594043822238744;0.6940418962807519;200;cbow;WMD;Distance;kmeans-gmm
9;mcla;0;0.3555816483024863;8525.967780002964;-0.7595358829119324;0.6939785948270271;200;cbow;WMD;Distance;kmeans-gmm
10;mcla;-1;0.3228336281835783;7936.056845224523;-0.7716297415392047;0.696109665095392;200;cbow;WMD;Distance;kmeans-gmm
10;mcla;0;0.32382420703135356;7924.853554541344;-0.7661329019312842;0.6960026221671571;200;cbow;WMD;Distance;kmeans-gmm
11;mcla;-1;0.332725685379331;8486.059033748981;-0.7524940925413895;0.6910433166686948;200;cbow;WMD;Distance;kmeans-gmm
11;mcla;0;0.3324246659375551;8491.865617016409;-0.7692402211801982;0.691042310028154;200;cbow;WMD;Distance;kmeans-gmm
12;mcla;-1;0.32797341080334347;7613.775980094642;-0.7883796870196478;0.6933746385674795;200;cbow;WMD;Distance;kmeans-gmm
12;mcla;0;0.3284702854953005;7611.045852432382;-0.7914121455117659;0.6932303364218326;200;cbow;WMD;Distance;kmeans-gmm
13;mcla;-1;0.3335545369712083;8090.86618114833;-0.7603763694741393;0.6888615054372144;200;cbow;WMD;Distance;kmeans-gmm
13;mcla;0;0.3333932823911927;8075.103571819983;-0.7604218818679398;0.6889739228035702;200;cbow;WMD;Distance;kmeans-gmm
14;mcla;-1;0.25966165071667546;6868.743118702669;-0.7702218388727666;0.678482494893042;200;cbow;WMD;Distance;kmeans-gmm
14;mcla;0;0.25899484153911256;6857.4366255518;-0.7703981786105065;0.6786445359204756;200;cbow;WMD;Distance;kmeans-gmm
