0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19
-91.96939740924387;-65.08645292436621;21.69293017802957;18.65684284255637;-56.2955796023874;21.610022673629285;-12.4397508518639;45.71628773983563;24.17019179547077;-97.82485794464792;9.650001964589139;83.80344171250859;-36.92545085087548;7.994072867133936;8.151714174322553;129.65714271900478;-5.181454819741206;-83.4467943423199;2.9524665997056383;-40.22493129762745
50.7871709336902;50.67239626722027;-17.018507746829847;7.616828837754251;-8.14429340650423;-21.452615508444968;-32.01975274038211;16.7070258807555;10.054363312778223;-39.25422752771196;-64.08218246057645;19.324224534613137;-34.45250664525657;17.677186938729925;-45.03295293454114;-8.431955297055232;-4.146906515484494;8.702232575408676;2.609653810053824;26.76459921387948
21.185194718012415;40.846766804807686;-9.233853603613627;10.523525867523283;-9.726856169671876;-3.3848263254193465;-51.7183440154854;-2.797791721825132;-19.213243203434622;-38.9707516308945;-45.0645674282382;9.289324237989875;-36.71756054329989;15.99435618964023;-39.49619335686451;-17.737167923853587;-16.48559746578946;-10.879975407488493;11.98492837696065;2.292791988752106
7.38126796212207;17.571931866891376;43.44522324564951;7.607501166371427;90.43251753769235;-14.783123169025517;-2.3733317528003792;-39.22877863126434;-43.572715543369696;-24.78044427121599;-25.887188947568433;-45.685685383366526;-15.64167141095329;33.419696301147;7.119784697213843;-33.87622452728768;24.672094082217683;33.70063264951401;-109.9370795118363;94.35356030443745
-31.59184561454963;1.901328086850757;-54.42495185687809;-21.155333957929003;62.325747478154646;3.8925153417755043;30.91796662804247;-15.208180071449197;31.029234127878617;2.7760608219064467;-6.481123679091816;2.800298437653689;10.341745923037418;27.282054081506534;22.167585282874615;17.54954165707328;58.21852271374137;56.71273651625234;-69.26307357633522;71.25287032418136
32.70004493787792;24.089647713288738;19.425609664185245;-79.13535075421387;-80.73080566263747;50.43913925058618;47.09244786688289;-0.9419368677172504;131.35100244800535;7.633140301788201;130.80253233205963;104.511382463401;99.39968700350587;49.58806529885929;-60.61117575571931;-78.14635355242693;-64.87661828370106;-94.6922589476248;33.52905575368507;-71.22219939202913
-16.69809232309118;-45.83232885056573;-126.77161630913916;-36.68866745887048;-58.04670250321077;3.8801826731480644;-23.626661009762312;101.97595201567542;-19.452927866151782;23.53945507817395;14.828030954703918;56.81115436343132;20.299131288925828;-19.233239292218695;-1.6899987567939898;19.272920011588635;12.856392086328462;-3.727683530318171;-136.72097066930237;-103.69405459409954
-63.062006327848515;40.09441533978415;-108.3968566015382;68.56899453283987;15.83907342777816;-18.61391558965078;-31.89285043513498;25.17538115229155;-12.84681495566187;25.927852961177805;74.97656764237189;26.89751409809884;-8.85609999445844;21.281168558510494;1.701818572483354;-4.456746321213327;-32.737768473601676;-58.2479135490895;-52.57201977202729;-55.227855244756434
-2.1738657135376105;3.2352414138940473;-29.555827378596558;8.994315011001538;-49.13147460846251;10.207520923217878;-34.530106335702385;-3.887099266504423;-2.318732931992276;-16.253584017530287;-35.979075594935175;-15.69439485225582;-42.813803924875096;-2.073675460820638;-14.961703045531754;33.578584874240825;-65.1354014225943;1.519570292342258;-22.93614181226925;9.119762144165758
-338.19134667927045;-61.97712616060868;4.0751746971138125;35.22552818461141;-244.5612045516953;-20.80137824363368;-7.4940468040612895;197.7526741956926;207.77708961505087;45.02256003456557;206.67445106812744;13.209238323932068;20.219584904432693;75.70505392478411;51.388823604258036;293.1559242989926;141.46164582519032;-139.5493838450203;40.269891520005984;102.12583021824732
82.74225072626828;83.08773824672335;-155.10153651641164;-42.608596143127734;-67.38810019130278;81.00885734180231;42.94083609656914;-28.855753185701964;44.700622391687055;7.346018053966818;-46.92820054540103;33.24618280292763;43.76919476671944;-8.201003406155392;20.41566466476823;-27.479827896901114;46.22681851894854;-36.87785902100575;61.97634900510982;-49.59708481451609
-35.80861477825625;-205.10376261525565;55.76245558797793;110.75851945419954;158.0907751555058;-15.629447406482775;83.21461438669188;181.96199791514945;45.68984063546818;-19.945820050875433;246.46535762634622;-11.828048798580797;-66.47029638034843;96.7990604904602;-5.763177296888206;125.57692235421105;80.99638186043943;-95.44720974942899;-156.2677514779354;163.24182359126652
